"Date","56 m","66 m","78 m"
1994-08-06,9.667,9.153,9.192
1994-08-07,9.695,9.197,9.246
1994-08-08,9.719,9.236,9.271
1994-08-09,9.737,9.276,9.297
1994-08-10,9.726,9.312,9.329
1994-08-11,9.693,9.335,9.352
1994-08-12,9.672,9.359,9.372
1994-08-13,9.667,9.382,9.392
1994-08-14,9.643,9.412,9.423
1994-08-15,9.617,9.549,9.59
1994-08-16,9.649,9.909,10.229
1994-08-17,9.711,10.262,10.865
1994-08-18,9.844,10.461,11.166
1994-08-19,9.98,10.672,11.391
1994-08-20,10.131,10.708,11.472
1994-08-21,10.245,10.768,11.442
1994-08-22,10.356,10.875,11.427
1994-08-23,10.483,10.933,11.523
1994-08-24,10.566,10.78,11.332
1994-08-25,10.657,10.665,11.108
1994-08-26,10.74,10.755,11.137
1994-08-27,10.827,10.948,11.342
1994-08-28,10.925,11.143,11.628
1994-08-29,11.04,11.352,11.91
1994-08-30,11.184,11.636,12.124
1994-08-31,11.312,11.765,11.978
1994-09-01,11.447,11.764,11.715
1994-09-02,11.556,11.695,11.539
1994-09-03,11.643,11.653,11.529
1994-09-04,11.698,11.662,11.583
1994-09-05,11.666,11.532,11.547
1994-09-06,11.645,11.42,11.488
1994-09-07,11.675,11.49,11.618
1994-09-08,11.618,11.434,11.563
1994-09-09,11.576,11.265,11.438
1994-09-10,11.573,11.122,11.292
1994-09-11,11.598,11.095,11.183
1994-09-12,11.624,11.137,11.197
1994-09-13,11.63,11.166,11.266
1994-09-14,11.606,11.141,11.287
1994-09-15,11.59,11.101,11.282
1994-09-16,11.597,11.05,11.235
1994-09-17,11.607,11.017,11.176
1994-09-18,11.61,11.103,11.213
1994-09-19,11.635,11.156,11.264
1994-09-20,11.636,11.071,11.198
1994-09-21,11.663,11.075,11.202
1994-09-22,11.697,11.054,11.178
1994-09-23,11.706,10.989,11.117
1994-09-24,11.73,11.018,11.086
1994-09-25,11.752,11.11,11.126
1994-09-26,11.685,11.085,11.101
1994-09-27,11.654,11.089,11.09
1994-09-28,11.66,11.11,11.097
1994-09-29,11.656,11.105,11.069
1994-09-30,11.65,11.116,11.049
1994-10-01,11.657,11.139,11.069
1994-10-02,11.676,11.145,11.078
1994-10-03,11.679,11.132,11.085
1994-10-04,11.689,11.134,11.119
1994-10-05,11.716,11.1,11.075
1994-10-06,11.764,11.065,11.005
1994-10-07,11.807,11.022,10.927
1994-10-08,11.826,10.987,10.862
1994-10-09,11.835,10.973,10.826
1994-10-10,11.845,10.961,10.8
1994-10-11,11.881,10.951,10.778
1994-10-12,11.988,10.971,10.771
1994-10-13,12.041,11.025,10.861
1994-10-14,12.032,11.087,10.952
1994-10-15,12.065,11.176,11.036
1994-10-16,12.065,11.212,11.129
1994-10-17,12.116,11.239,11.213
1994-10-18,12.126,11.163,11.221
1994-10-19,12.065,11.161,11.148
1994-10-20,12.021,11.273,11.203
1994-10-21,12.075,11.366,11.274
1994-10-22,12.094,11.418,11.41
1994-10-23,12.158,11.533,11.617
1994-10-24,12.194,11.586,11.707
1994-10-25,12.196,11.606,11.792
1994-10-26,12.185,11.604,11.839
1994-10-27,12.169,11.644,11.939
1994-10-28,12.158,11.673,12.015
1994-10-29,12.163,11.785,12.167
1994-10-30,12.184,12.001,12.455
1994-10-31,12.209,12.249,12.799
1994-11-01,12.221,12.294,12.878
1994-11-02,12.258,12.437,13.036
1994-11-03,12.368,13.026,13.651
1994-11-04,12.408,13.192,13.972
1994-11-05,12.404,13.085,13.685
1994-11-06,12.468,13.239,13.812
1994-11-07,12.479,13.323,13.96
1994-11-08,12.513,13.72,14.437
1994-11-09,12.46,13.821,14.627
1994-11-10,12.327,13.636,14.412
1994-11-11,12.14,13.461,14.165
1994-11-12,11.926,13.335,14.133
1994-11-13,11.79,12.993,13.7
1994-11-14,11.721,12.688,13.202
1994-11-15,11.694,12.551,12.775
1994-11-16,11.769,12.73,12.803
1994-11-17,11.63,12.512,12.655
1994-11-18,11.547,12.181,12.479
1994-11-19,11.497,12.021,12.318
1994-11-20,11.4,12.074,12.271
1994-11-21,11.341,11.821,12.035
1994-11-22,11.259,11.462,11.753
1994-11-23,10.996,11.369,11.591
1994-11-24,10.751,11.198,11.289
1994-11-25,10.592,11.024,11.082
1994-11-26,10.44,10.911,10.995
1994-11-27,10.369,10.816,10.896
1994-11-28,10.311,10.724,10.796
1994-11-29,10.178,10.629,10.733
1994-11-30,10.069,10.55,10.645
1994-12-01,10.005,10.497,10.573
1994-12-02,9.91,10.419,10.51
1994-12-03,9.787,10.305,10.421
1994-12-04,9.773,10.295,10.397
1994-12-05,9.774,10.312,10.407
1994-12-06,9.736,10.26,10.362
1994-12-07,9.714,10.201,10.303
1994-12-08,9.708,10.156,10.256
1994-12-09,9.542,10.032,10.14
1994-12-10,9.522,10.004,10.096
1994-12-11,9.461,9.958,10.055
1994-12-12,9.358,9.851,9.962
1994-12-13,9.271,9.764,9.89
1994-12-14,9.213,9.683,9.814
1994-12-15,9.177,9.627,9.742
1994-12-16,9.108,9.542,9.655
1994-12-17,9.088,9.481,9.556
1994-12-18,9.058,9.444,9.501
1994-12-19,9.029,9.41,9.469
1994-12-20,8.961,9.338,9.371
1994-12-21,8.872,9.221,9.279
1994-12-22,8.797,9.141,9.215
1994-12-23,8.784,9.102,9.174
1994-12-24,8.83,9.084,9.141
1994-12-25,8.816,9.069,9.12
1994-12-26,8.856,9.058,9.099
1994-12-27,8.844,9.02,9.046
1994-12-28,8.791,8.939,8.961
1994-12-29,8.735,8.893,8.918
1994-12-30,8.491,8.75,8.799
1994-12-31,8.273,8.546,8.635
1995-01-01,8.223,8.472,8.554
1995-01-02,8.137,8.449,8.531
1995-01-03,8.025,8.404,8.488
1995-01-04,7.829,8.323,8.425
1995-01-05,7.615,8.188,8.318
1995-01-06,7.365,8.002,8.156
1995-01-07,7.184,7.892,8.06
1995-01-08,7.136,7.875,8.034
1995-01-09,7.124,7.827,7.991
1995-01-10,7.057,7.737,7.908
1995-01-11,7,7.653,7.821
1995-01-12,6.936,7.58,7.713
1995-01-13,6.882,7.516,7.655
1995-01-14,6.829,7.452,7.618
1995-01-15,6.835,7.433,7.587
1995-01-16,6.786,7.344,7.503
1995-01-17,6.721,7.197,7.341
1995-01-18,6.729,7.17,7.283
1995-01-19,6.824,7.207,7.29
1995-01-20,6.843,7.19,7.266
1995-01-21,6.924,7.171,7.223
1995-01-22,6.97,7.18,7.229
1995-01-23,6.963,7.166,7.219
1995-01-24,6.95,7.126,7.187
1995-01-25,6.935,7.101,7.145
1995-01-26,6.88,7.036,7.066
1995-01-27,6.8,6.938,6.973
1995-01-28,6.684,6.796,6.835
1995-01-29,6.631,6.702,6.733
1995-01-30,6.585,6.659,6.683
1995-01-31,6.505,6.598,6.627
1995-02-01,6.45,6.532,6.556
1995-02-02,6.433,6.48,6.492
1995-02-03,6.453,6.469,6.472
1995-02-04,6.414,6.434,6.434
1995-02-05,6.301,6.348,6.365
1995-02-06,6.067,6.094,6.132
1995-02-07,6.004,5.941,5.968
1995-02-08,5.954,5.89,5.897
1995-02-09,5.898,5.92,5.908
1995-02-10,5.78,5.869,5.858
1995-02-11,5.733,5.831,5.817
1995-02-12,5.726,5.855,5.841
1995-02-13,5.556,5.72,5.71
1995-02-14,5.461,5.623,5.609
1995-02-15,5.429,5.612,5.603
1995-02-16,5.391,5.587,5.567
1995-02-17,5.328,5.483,5.492
1995-02-18,5.342,5.461,5.436
1995-02-19,5.32,5.428,5.384
1995-02-20,5.297,5.371,5.329
1995-02-21,5.297,5.329,5.281
1995-02-22,5.295,5.302,5.219
1995-02-23,5.272,5.258,5.174
1995-02-24,5.242,5.216,5.143
1995-02-25,5.235,5.243,5.19
1995-02-26,5.16,5.184,5.166
1995-02-27,5.095,5.097,5.092
1995-02-28,5.064,5.061,5.046
1995-03-01,5.062,5.068,5.052
1995-03-02,5.089,5.087,5.058
1995-03-03,5.106,5.145,5.08
1995-03-04,5.097,5.207,5.116
1995-03-05,5.1,5.208,5.131
1995-03-06,5.112,5.219,5.156
1995-03-07,5.126,5.203,5.158
1995-03-08,5.147,5.188,5.152
1995-03-09,5.178,5.186,5.144
1995-03-10,5.244,5.192,5.134
1995-03-11,5.259,5.224,5.165
1995-03-12,5.267,5.28,5.222
1995-03-13,5.281,5.329,5.274
1995-03-14,5.29,5.334,5.293
1995-03-15,5.319,5.358,5.323
1995-03-16,5.295,5.336,5.304
1995-03-17,5.255,5.294,5.256
1995-03-18,5.208,5.242,5.21
1995-03-19,5.165,5.189,5.172
1995-03-20,5.128,5.159,5.149
1995-03-21,5.061,5.045,5.024
1995-03-22,5.018,4.955,4.922
1995-03-23,5.029,4.93,4.912
1995-03-24,5.047,4.952,4.95
1995-03-25,5.07,4.987,4.983
1995-03-26,5.072,5.019,5.025
1995-03-27,5.08,5.046,5.078
1995-03-28,5.09,5.108,5.147
1995-03-29,5.083,5.154,5.193
1995-03-30,5.072,5.142,5.172
1995-03-31,5.061,5.111,5.143
1995-04-01,5.064,5.088,5.125
